1,04:B1:A1:C6:7B:42,zeyad medhat
2,D0:28:BA:72:44:3E,realme C3
3,54:0E:58:07:29:DE,OPPO Reno5 5G
1,00:C3:F4:F2:88:1B,[TV] Samsung 7 Series (65)
1,B4:C4:FC:56:69:C3,Redmi
2,00:93:37:CB:0B:3C,DESKTOP-G9FP3VM
1,54:D1:7D:F8:F2:6E,Abdo khira's A52s
1,40:B8:9A:1C:F9:C2,DESKTOP-6KLV3MV
2,20:79:18:45:A0:0F,DESKTOP-618C0IA
1,F0:67:28:12:22:78,OPPO Reno3 Pro
